,Akcje,C/WK,C/Z,Kapitalizacja na koniec miesiąca (mln),Kapitalizacja na koniec okresu (mln),Stopa,Unnamed: 5,Wartość,Wielkość,okres
42,40 FORTISPL,"2,31","16,1","1 790 467 0,41",,---,,"773,72","15,08",2006-12
43,41 KRUSZWICA,"10,24","33,8","1 684 440 0,38",,"3,6",,"164,45","22,34",2006-12
44,42 KOELNER,"7,48","42,3","1 618 422 0,37",,---,,"216,26","30,52",2006-12
45,43 BARLINEK,"4,74","44,6","1 592 416 0,36",,---,,"335,58","96,78",2006-12
46,44 IMPEXMET,"1,58","10,7","1 469 383 0,34",,---,,"929,71","8,54",2006-12
47,45 BORYSZEW,"1,36","6,1","1 441 376 0,33",,---,,"1 057,97","62,69",2006-12
48,46 COMARCH,"6,16","33,4","1 436 375 0,33",,---,,"232,98","7,52",2006-12
49,47 DZPOLSKA,"6,41","147,3","1 435 375 0,33",,---,,"223,95","41,00",2006-12
50,48 NFIEMF,"5,02","31,3","1 374 359 0,31",,---,,"273,47","102,15",2006-12
51,49 ASSECOPOL,"5,04","22,3","1 271 332 0,29",,"0,6",,"251,90","3,85",2006-12
52,50 SOFTBANK,"4,00","21,5","1 264 330 0,29",,"1,3",,"316,26","25,17",2006-12
53,51 LPP,"5,52","97,5","1 261 329 0,29",,---,,"228,16","1,70",2006-12
54,52 HTLSTREFA,"29,07","85,1","1 260 329 0,29",,---,,"43,33","12,75",2006-12
55,53 BOS,"1,77","20,7","1 188 310 0,27",,---,,"671,16","13,20",2006-12
56,54 POLMOSBIA,"5,53","14,6","1 120 292 0,26",,---,,"202,51","11,90",2006-12
57,55 PULAWY,"0,93","8,9","1 101 287 0,25",,"3,5",,"1 188,78","19,12",2006-12
58,56 DEBICA,"1,80","27,5","1 068 279 0,24",,"4,8",,"593,78","13,80",2006-12
59,57 FARMACOL,"2,19","16,3","1 018 266 0,23",,---,,"464,16","23,40",2006-12
60,58 EUROCASH,"5,54","30,9","998 260 0,23",,"2,0",,"179,94","127,74",2006-12
61,59 DWORY,"2,07","149,4","997 260 0,23",,---,,"481,55","12,75",2006-12
62,60 PGF,"3,69","16,9","989 258 0,23",,"3,0",,"267,76","12,44",2006-12
63,61 ULMA,"10,80","34,7","976 255 0,22",,---,,"90,37","4,89",2006-12
64,62 ZELMER,"3,53","29,6","866 226 0,20",,"3,7",,"245,33","15,20",2006-12
65,63 KOGENERA,"1,14","18,0","831 217 0,19",,"1,4",,"728,73","14,90",2006-12
66,64 MOSTALWAR,"2,90","129,9","820 214 0,19",,---,,"283,25","20,00",2006-12
67,65 COMPLAND,"2,53",x,"819 214 0,19",,"0,8",,"323,62","7,97",2006-12
68,66 PROVIMROL,"1,55","17,6","785 205 0,18",,---,,"506,74","34,73",2006-12
69,67 APATOR,"5,58","22,6","779 203 0,18",,"1,9",,"139,58","35,29",2006-12
70,68 TUEUROPA,"4,37","14,3","763 199 0,17",,---,,"174,88","7,88",2006-12
71,69 NORDEABP,"1,35","17,8","748 195 0,17",,---,,"553,02","33,62",2006-12
72,70 ELSTAROIL,"4,76","67,5","721 188 0,16",,---,,"151,51","48,21",2006-12
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2007-01
1,Shares,P/BV,P/E,Market capitalisation at the month-end (mil),,Dividend,,Book,Shares,2007-01
2,,,,PLN EUR %,,yield (%),,value (PLN mil),outstanding (mil),2007-01
3,1 PKOBP,"5,17","25,7","49 500 12 589 10,26",,"1,6",,"9 579,14","1 000,00",2007-01
4,2 PEKAO,"4,99","24,2","41 750 10 618 8,65",,"3,0",,"8 365,51","167,00",2007-01
5,3 TPSA,"1,97","17,0","35 700 9 079 7,40",,"3,9",,"18 103,00","1 400,00",2007-01
6,4 BANKBPH,"4,58","23,9","29 865 7 595 6,19",,"2,9",,"6 527,72","28,72",2007-01
7,5 PGNIG,"1,13","20,5","23 423 5 957 4,85",,"3,8",,"20 687,63","5 900,00",2007-01
8,6 PKNORLEN,"0,91","7,2","20 085 5 108 4,16",,"9,6",,"22 030,34","427,71",2007-01
9,7 BZWBK,"5,48","25,4","19 517 4 964 4,04",,"2,2",,"3 561,30","72,96",2007-01
10,8 KGHM,"2,69","5,4","18 200 4 629 3,77",,"11,0",,"6 772,28","200,00",2007-01
11,9 BRE,"4,75","33,4","11 807 3 003 2,45",,---,,"2 486,98","29,52",2007-01
12,10 HANDLOWY,"2,25","19,3","11 694 2 974 2,42",,"4,0",,"5 199,44","130,66",2007-01
13,11 GTC,"3,77","11,8","10 969 2 790 2,27",,---,,"2 907,00","219,37",2007-01
14,12 INGBSK,"3,02","17,1","10 863 2 763 2,25",,"3,3",,"3 593,43","13,01",2007-01
15,13 GETIN,"7,56","60,9","9 646 2 453 2,00",,---,,"1 276,02","643,93",2007-01
16,14 MILLENNIUM,"4,41","15,8","9 341 2 376 1,94",,"4,9",,"2 117,94","849,18",2007-01
17,15 TVN,"8,50","46,7","9 263 2 356 1,92",,---,,"1 090,45","344,36",2007-01
18,16 CERSANIT,"8,70","38,0","6 275 1 596 1,30",,---,,"721,59","132,95",2007-01
19,17 KREDYTB,"2,90","12,1","5 786 1 472 1,20",,"1,0",,"1 991,90","271,66",2007-01
20,18 ZYWIEC,"4,62","15,2","5 492 1 397 1,14",,"6,2",,"1 188,29","11,34",2007-01
21,19 BIOTON,"6,75","89,1","5 281 1 343 1,09",,---,,"782,62","2 640,41",2007-01
22,20 LOTOS,"0,94","6,6","5 122 1 303 1,06",,---,,"5 435,11","113,70",2007-01
23,21 STALPROD,"9,93","21,2","5 017 1 276 1,04",,"0,7",,"505,29","6,73",2007-01
24,22 SWIECIE,"4,84","18,0","4 855 1 235 1,01",,"5,0",,"1 003,45","50,00",2007-01
25,23 ECHO,"4,17","17,5","4 826 1 227 1,00",,---,,"1 156,66","42,00",2007-01
26,24 DOMDEV,"17,99","32,3","4 040 1 028 0,84",,---,,"224,58","24,05",2007-01
27,25 ORBIS,"2,17","34,7","3 709 943 0,77",,"0,4",,"1 708,95","46,08",2007-01
28,26 PBG,"10,11","137,3","3 597 915 0,75",,---,,"355,78","12,03",2007-01
29,27 ASSECOPOL,"5,24","25,8","2 979 758 0,62",,"0,8",,"568,16","46,12",2007-01
30,28 GRAJEWO,"3,73","24,9","2 923 743 0,61",,"2,2",,"783,20","49,62",2007-01
31,29 ALCHEMIA,"13,02","48,9","2 812 715 0,58",,---,,"216,06","56,25",2007-01
32,30 POLIMEXMS,"6,27","40,6","2 729 694 0,57",,"0,3",,"435,62","15,25",2007-01
33,31 BUDIMEX,"5,04","777,0","2 655 675 0,55",,---,,"527,29","25,53",2007-01
34,32 FAMUR,"5,07","22,9","2 286 581 0,47",,---,,"450,99","4,50",2007-01
35,33 PROKOM,"1,93","16,0","2 284 581 0,47",,"0,9",,"1 181,55","13,89",2007-01
36,34 MMPPL,"8,84","47,2","2 203 560 0,46",,---,,"249,20","157,70",2007-01
37,35 AGORA,"1,86","84,9","2 122 540 0,44",,"1,3",,"1 139,41","54,98",2007-01
38,36 CIECH,"1,86","14,4","2 097 533 0,43",,"1,1",,"1 125,44","28,00",2007-01
39,37 DZPOLSKA,"9,34","214,6","2 091 532 0,43",,---,,"223,95","41,00",2007-01
40,38 FORTISPL,"2,62","18,2","2 029 516 0,42",,---,,"773,72","16,77",2007-01
41,39 IMPEXMET,"2,14","14,5","1 989 506 0,41",,---,,"929,71","8,54",2007-01
42,40 CCC,"11,24","34,7","1 882 479 0,39",,"2,0",,"167,45","38,40",2007-01
43,41 KETY,"2,86","21,9","1 845 469 0,38",,"2,0",,"644,86","9,23",2007-01
44,42 NETIA,"0,79",x,"1 829 465 0,38",,"2,8",,"2 323,99","389,17",2007-01
45,43 DWORY,"3,70","266,9","1 781 453 0,37",,---,,"481,55","19,75",2007-01
46,44 MIDAS,"19,04","37,5","1 776 452 0,37",,---,,"93,25","59,19",2007-01
47,45 NFIEMF,"6,35","39,6","1 737 442 0,36",,---,,"273,47","102,15",2007-01
48,46 COMARCH,"7,29","39,5","1 699 432 0,35",,---,,"232,98","7,52",2007-01
49,47 BARLINEK,"5,03","47,3","1 689 430 0,35",,---,,"335,58","96,78",2007-01
50,48 KOELNER,"7,69","43,5","1 663 423 0,34",,---,,"216,26","30,52",2007-01
51,49 LPP,"6,53","115,2","1 491 379 0,31",,---,,"228,16","1,70",2007-01
52,50 KRUSZWICA,"8,97","29,6","1 474 375 0,31",,"4,1",,"164,45","22,34",2007-01
53,51 BORYSZEW,"1,35","6,1","1 428 363 0,30",,---,,"1 057,97","62,69",2007-01
54,52 RUCH,"4,87",x,"1 287 327 0,27",,"0,2",,"264,24","56,49",2007-01
55,53 HTLSTREFA,"29,33","85,9","1 271 323 0,26",,---,,"43,33","12,75",2007-01
56,54 ELDORADO,"9,72","53,1","1 232 313 0,26",,"0,2",,"126,82","12,92",2007-01
57,55 POLMOSBIA,"6,01","15,9","1 217 310 0,25",,---,,"202,51","11,90",2007-01
58,56 BOS,"1,75","20,5","1 175 299 0,24",,---,,"671,16","13,20",2007-01
59,57 EUROCASH,"6,18","34,4","1 111 283 0,23",,"1,8",,"179,94","127,74",2007-01
60,58 PULAWY,"0,92","8,8","1 091 278 0,23",,"3,5",,"1 188,78","19,12",2007-01
61,59 POLNORD,x,x,"1 065 271 0,22",,---,,"-18,77","8,66",2007-01
62,60 DEBICA,"1,77","27,0","1 050 267 0,22",,"4,9",,"593,78","13,80",2007-01
63,61 FARMACOL,"2,17","16,1","1 006 256 0,21",,---,,"464,16","23,40",2007-01
64,62 ULMA,"10,82","34,8","978 249 0,20",,---,,"90,37","4,89",2007-01
65,63 MOSTALZAB,x,"364,0","972 247 0,20",,---,,"-87,48","128,57",2007-01
66,64 PGF,"3,56","16,2","952 242 0,20",,"3,1",,"267,76","12,58",2007-01
67,65 COMPLAND,"2,91",x,"941 239 0,19",,"0,7",,"323,62","7,98",2007-01
68,66 ZELMER,"3,49","29,3","856 218 0,18",,"3,7",,"245,33","15,20",2007-01
69,67 NORDEABP,"1,55","20,3","856 218 0,18",,---,,"553,02","33,62",2007-01
70,68 TUEUROPA,"4,82","15,8","843 214 0,17",,---,,"174,88","7,88",2007-01
71,69 MOSTALWAR,"2,92","131,1","828 211 0,17",,---,,"283,25","20,00",2007-01
72,70 IDMSAPL,"13,70","0,0","824 210 0,17",,---,,"60,16","9,07",2007-01
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2007-02
1,Shares,P/BV,P/E,Market capitalisation at the month-end (mil),,Dividend,,Book,Shares,2007-02
2,,,,PLN EUR %,,yield (%),,value (PLN mil),outstanding (mil),2007-02
3,1 PKOBP,"4,38","21,0","44 500 11 359 9,74",,"1,8",,"10 155,49","1 000,00",2007-02
4,2 PEKAO,"4,31","21,4","38 326 9 783 8,38",,"3,2",,"8 892,63","167,00",2007-02
5,3 TPSA,"1,74","15,0","31 514 8 044 6,89",,"4,4",,"18 103,00","1 400,00",2007-02
6,4 BANKBPH,"3,74","20,0","26 046 6 649 5,70",,"3,3",,"6 957,15","28,72",2007-02
7,5 PGNIG,"1,09","19,7","22 597 5 768 4,94",,"3,9",,"20 687,63","5 900,00",2007-02
8,6 PKNORLEN,"0,85","6,7","18 712 4 777 4,09",,"10,3",,"22 030,34","427,71",2007-02
9,7 KGHM,"2,65","5,3","17 930 4 577 3,92",,"11,2",,"6 772,28","200,00",2007-02
10,8 BZWBK,"4,04","19,5","16 489 4 209 3,61",,"2,7",,"4 076,74","72,96",2007-02
11,9 BRE,"4,51","28,1","11 824 3 018 2,59",,---,,"2 622,20","29,52",2007-02
12,10 HANDLOWY,"2,15","17,7","11 629 2 968 2,54",,"4,0",,"5 417,33","130,66",2007-02
13,11 GTC,"3,54","11,1","10 300 2 629 2,25",,---,,"2 907,00","219,37",2007-02
14,12 INGBSK,"2,54","16,1","9 614 2 454 2,10",,"3,7",,"3 778,39","13,01",2007-02
15,13 GETIN,"7,38","59,5","9 421 2 405 2,06",,---,,"1 276,02","643,93",2007-02
16,14 TVN,"7,25","34,6","8 965 2 288 1,96",,---,,"1 237,17","344,79",2007-02
17,15 MILLENNIUM,"3,76","27,7","8 330 2 126 1,82",,"5,5",,"2 215,32","849,18",2007-02
18,16 KREDYTB,"2,82","12,6","5 895 1 505 1,29",,"1,0",,"2 092,26","271,66",2007-02
19,17 BIOTON,"7,08","59,4","5 730 1 463 1,25",,---,,"809,14","2 640,41",2007-02
20,18 ZYWIEC,"6,30","17,1","5 668 1 447 1,24",,"6,0",,"899,78","11,34",2007-02
21,19 CERSANIT,"7,59","33,2","5 477 1 398 1,20",,---,,"721,59","132,95",2007-02
22,20 STALPROD,"10,81","23,1","5 461 1 394 1,19",,"0,6",,"505,29","6,73",2007-02
23,21 LOTOS,"0,88","6,1","4 764 1 216 1,04",,---,,"5 435,11","113,70",2007-02
24,22 SWIECIE,"4,62","17,2","4 635 1 183 1,01",,"5,3",,"1 003,45","50,00",2007-02
25,23 ECHO,"3,62","15,2","4 183 1 068 0,92",,---,,"1 156,66","42,00",2007-02
26,24 DOMDEV,"7,99","29,1","3 932 1 004 0,86",,---,,"491,88","24,56",2007-02
27,25 ORBIS,"2,30","36,8","3 926 1 002 0,86",,"0,4",,"1 708,95","46,08",2007-02
28,26 PBG,"10,25","139,2","3 645 930 0,80",,---,,"355,78","12,03",2007-02
29,27 GRAJEWO,"3,44","23,7","2 953 754 0,65",,"2,2",,"857,43","49,62",2007-02
30,28 ASSECOPOL,"5,08","25,0","2 887 737 0,63",,"0,8",,"568,16","46,12",2007-02
31,29 POLIMEXMS,"6,12","38,9","2 790 712 0,61",,"0,2",,"455,74","15,25",2007-02
32,30 BUDIMEX,"4,77","629,3","2 502 639 0,55",,---,,"524,26","25,53",2007-02
33,31 DWORY,"3,06","40,0","2 439 623 0,53",,---,,"795,87","19,75",2007-02
34,32 AGORA,"1,92","69,7","2 230 569 0,49",,"1,2",,"1 164,67","54,98",2007-02
35,33 CIECH,"1,97","15,2","2 212 565 0,48",,"1,0",,"1 125,44","28,00",2007-02
36,34 FAMUR,"4,90","22,2","2 212 565 0,48",,---,,"450,99","4,50",2007-02
37,35 PROKOM,"1,83","15,2","2 167 553 0,47",,"1,0",,"1 181,55","13,89",2007-02
38,36 FORTISPL,"2,70","19,9","2 155 550 0,47",,---,,"798,54","16,77",2007-02
39,37 DZPOLSKA,"9,46","217,5","2 120 541 0,46",,---,,"223,95","41,00",2007-02
40,38 IMPEXMET,"2,24","15,1","2 083 532 0,46",,---,,"929,71","8,54",2007-02
41,39 MMPPL,"7,91","42,3","1 971 503 0,43",,---,,"249,20","157,70",2007-02
42,40 KOELNER,"7,92","42,8","1 785 456 0,39",,---,,"225,47","30,52",2007-02
43,41 POLNORD,x,x,"1 784 455 0,39",,---,,"-18,77","12,64",2007-02
44,42 CCC,"10,62","32,8","1 778 454 0,39",,"2,2",,"167,45","38,40",2007-02
45,43 NETIA,"0,75",x,"1 751 447 0,38",,"2,9",,"2 323,99","389,17",2007-02
46,44 MIDAS,"18,36","36,2","1 712 437 0,37",,---,,"93,25","59,19",2007-02
47,45 KETY,"2,57","19,4","1 705 435 0,37",,"2,2",,"663,62","9,23",2007-02
48,46 NFIEMF,"4,87","20,3","1 652 422 0,36",,---,,"339,11","102,30",2007-02
49,47 LPP,"7,17","126,4","1 635 417 0,36",,---,,"228,16","1,70",2007-02
50,48 COMARCH,"6,94","37,6","1 617 413 0,35",,---,,"232,98","7,52",2007-02
51,49 BARLINEK,"4,80","45,2","1 611 411 0,35",,---,,"335,58","96,78",2007-02
52,50 KRUSZWICA,"8,42","27,8","1 385 354 0,30",,"4,3",,"164,45","22,34",2007-02
53,51 BORYSZEW,"1,25","5,7","1 326 338 0,29",,---,,"1 057,97","62,69",2007-02
54,52 ULMA,"13,03","39,4","1 320 337 0,29",,---,,"101,34","4,89",2007-02
55,53 DEBICA,"2,09","21,0","1 284 328 0,28",,"4,0",,"613,19","13,80",2007-02
56,54 POLMOSBIA,"5,39","15,5","1 196 305 0,26",,---,,"221,88","11,90",2007-02
57,55 HTLSTREFA,"10,47","67,3","1 186 303 0,26",,---,,"113,21","12,75",2007-02
58,56 ELDORADO,"9,19","50,2","1 166 298 0,26",,"0,2",,"126,82","12,92",2007-02
59,57 EUROCASH,"6,39","35,6","1 150 293 0,25",,"1,8",,"179,94","127,74",2007-02
60,58 BOS,"1,69","19,8","1 135 290 0,25",,---,,"671,16","13,20",2007-02
61,59 RUCH,"2,16","49,9","1 087 278 0,24",,---,,"503,00","56,49",2007-02
62,60 PULAWY,"0,90","10,3","1 043 266 0,23",,"3,7",,"1 162,47","19,12",2007-02
63,61 PGF,"3,78","17,3","1 013 259 0,22",,"2,9",,"267,76","12,58",2007-02
64,62 MOSTALZAB,"8,30","14,0","1 009 258 0,22",,---,,"121,61","128,57",2007-02
65,63 NORDEABP,"1,76","23,1","975 249 0,21",,---,,"553,02","33,62",2007-02
66,64 FARMACOL,"2,07","15,3","959 245 0,21",,---,,"464,16","23,40",2007-02
67,65 STALEXP,"5,26",x,"944 241 0,21",,---,,"179,53","173,60",2007-02
68,66 MOSTALWAR,"3,30","148,0","935 239 0,20",,---,,"283,25","20,00",2007-02
69,67 TUEUROPA,"5,07","19,9","905 231 0,20",,---,,"178,51","7,88",2007-02
70,68 GANT,"8,33","28,0","900 230 0,20",,---,,"108,04","11,76",2007-02
71,69 COMPLAND,"2,74",x,"887 226 0,19",,"0,8",,"323,62","7,98",2007-02
72,70 IDMSAPL,"14,40","0,0","866 221 0,19",,---,,"60,16","90,69",2007-02
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2007-03
1,Shares,P/BV,P/E,Market capitalisation at the month-end (mil),,Dividend,,Book,Shares,2007-03
2,,,,PLN EUR %,,yield (%),,value (PLN mil),outstanding (mil),2007-03
3,1 PKOBP,"4,75","22,8","48 220 12 462 9,43",,"1,7",,"10 155,49","1 000,00",2007-03
4,2 PEKAO,"4,84","24,0","43 027 11 119 8,41",,"2,9",,"8 892,63","167,09",2007-03
5,3 TPSA,"1,85","16,0","33 446 8 643 6,54",,"4,2",,"18 103,00","1 400,00",2007-03
6,4 BANKBPH,"4,07","21,7","28 314 7 317 5,54",,"3,0",,"6 957,15","28,72",2007-03
7,5 PGNIG,"1,18","20,3","24 898 6 434 4,87",,"3,6",,"21 029,74","5 900,00",2007-03
8,6 PKNORLEN,"0,94","8,5","20 530 5 306 4,01",,"9,4",,"21 935,73","427,71",2007-03
9,7 BZWBK,"4,83","23,3","19 707 5 093 3,85",,"2,2",,"4 076,74","72,96",2007-03
10,8 KGHM,"2,37","5,6","19 580 5 060 3,83",,"10,2",,"8 253,50","200,00",2007-03
11,9 BRE,"5,39","33,6","14 139 3 654 2,77",,---,,"2 622,20","29,52",2007-03
12,10 HANDLOWY,"2,33","19,2","12 635 3 265 2,47",,"3,7",,"5 417,80","130,66",2007-03
13,11 GTC,"4,03","14,2","11 298 2 920 2,21",,---,,"2 800,94","219,37",2007-03
14,12 INGBSK,"2,62","16,5","9 888 2 555 1,93",,"3,6",,"3 778,39","13,01",2007-03
15,13 MILLENNIUM,"4,29","31,6","9 502 2 456 1,86",,"4,8",,"2 215,32","849,18",2007-03
16,14 GETIN,"4,36","54,0","9 176 2 371 1,79",,---,,"2 106,20","643,93",2007-03
17,15 TVN,"7,35","35,1","9 096 2 351 1,78",,---,,"1 237,17","345,58",2007-03
18,16 STALPROD,"12,93","27,1","7 398 1 912 1,45",,"0,5",,"572,21","6,73",2007-03
19,17 KREDYTB,"3,09","13,8","6 463 1 670 1,26",,"0,9",,"2 092,26","271,66",2007-03
20,18 BIOTON,"7,24","60,7","5 862 1 515 1,15",,---,,"809,14","2 640,41",2007-03
21,19 ZYWIEC,"6,39","17,4","5 747 1 485 1,12",,"5,9",,"899,78","11,34",2007-03
22,20 CERSANIT,"7,32","36,9","5 441 1 406 1,06",,---,,"743,40","132,95",2007-03
23,21 SWIECIE,"5,31","19,7","5 325 1 376 1,04",,"4,6",,"1 003,45","50,00",2007-03
24,22 PBG,"12,91","87,1","4 901 1 266 0,96",,---,,"379,66","13,43",2007-03
25,23 LOTOS,"0,89","6,8","4 883 1 262 0,96",,---,,"5 515,78","113,70",2007-03
26,24 ECHO,"3,97","17,3","4 780 1 235 0,93",,---,,"1 202,67","42,00",2007-03
27,25 FORTISPL,"5,80","42,8","4 629 1 196 0,91",,---,,"798,54","16,77",2007-03
28,26 DOMDEV,"8,56","31,2","4 212 1 089 0,82",,---,,"491,88","24,56",2007-03
29,27 ORBIS,"2,32","42,3","4 032 1 042 0,79",,"0,4",,"1 738,40","46,08",2007-03
30,28 ASSECOPOL,"5,91","29,0","3 360 868 0,66",,"0,7",,"568,16","46,12",2007-03
31,29 GRAJEWO,"3,89","26,8","3 335 862 0,65",,"1,9",,"857,43","49,62",2007-03
32,30 POLIMEXMS,"7,23","46,0","3 297 852 0,64",,"0,2",,"455,74","15,25",2007-03
33,31 POLNORD,"38,34",x,"3 058 790 0,60",,---,,"79,75","12,64",2007-03
34,32 FAMUR,"5,77","25,6","2 761 713 0,54",,---,,"478,58","4,50",2007-03
35,33 IMPEXMET,"2,74","14,2","2 656 686 0,52",,---,,"970,13","8,54",2007-03
36,34 CIECH,"2,21","17,4","2 632 680 0,51",,"0,9",,"1 192,55","28,00",2007-03
37,35 AGORA,"2,23","81,3","2 600 672 0,51",,"1,1",,"1 164,67","54,98",2007-03
38,36 BUDIMEX,"4,94","651,7","2 591 670 0,51",,---,,"524,26","25,53",2007-03
39,37 DZPOLSKA,"10,63","333,3","2 419 625 0,47",,---,,"227,53","41,00",2007-03
40,38 DWORY,"2,98","38,9","2 370 612 0,46",,---,,"795,87","19,75",2007-03
41,39 CCC,"12,00","41,4","2 200 569 0,43",,"1,7",,"183,36","38,40",2007-03
42,40 PROKOM,"1,70","13,2","2 098 542 0,41",,"1,0",,"1 237,12","13,89",2007-03
43,41 MMPPL,"4,20","30,1","2 066 534 0,40",,---,,"492,25","157,70",2007-03
44,42 LPP,"7,51","50,2","2 051 530 0,40",,---,,"273,10","1,70",2007-03
45,43 KOELNER,"8,73","47,2","1 969 509 0,39",,---,,"225,47","32,02",2007-03
46,44 MIDAS,"20,93","41,3","1 951 504 0,38",,---,,"93,25","59,19",2007-03
47,45 NFIEMF,"5,67","23,7","1 923 497 0,38",,---,,"339,11","102,30",2007-03
48,46 BORYSZEW,"1,74","13,3","1 765 456 0,35",,---,,"1 016,84","62,69",2007-03
49,47 KETY,"2,66","20,0","1 762 455 0,34",,"2,1",,"663,62","9,23",2007-03
50,48 COMARCH,"6,74","32,6","1 735 448 0,34",,---,,"257,17","7,52",2007-03
51,49 BARLINEK,"4,80","45,5","1 650 426 0,32",,---,,"343,85","96,78",2007-03
52,50 NETIA,"0,82",x,"1 607 415 0,31",,---,,"1 951,90","389,17",2007-03
53,51 NORDEABP,"2,81","36,9","1 556 402 0,30",,---,,"553,02","33,62",2007-03
54,52 ULMA,"14,48","43,8","1 467 379 0,29",,---,,"101,34","4,89",2007-03
55,53 ELDORADO,"3,95","56,4","1 428 369 0,28",,"0,2",,"361,26","12,92",2007-03
56,54 MOSTALZAB,"11,62","19,6","1 413 365 0,28",,---,,"121,61","128,57",2007-03
57,55 DEBICA,"2,29","23,0","1 407 363 0,28",,"3,6",,"613,19","13,80",2007-03
58,56 KRUSZWICA,"3,06","35,2","1 357 351 0,27",,"4,4",,"443,35","22,34",2007-03
59,57 HTLSTREFA,"11,66","75,0","1 320 341 0,26",,---,,"113,21","12,75",2007-03
60,58 EUROCASH,"6,65","35,9","1 286 332 0,25",,"1,6",,"193,34","127,74",2007-03
61,59 RUCH,"2,55","58,8","1 282 331 0,25",,---,,"503,00","56,49",2007-03
62,60 PULAWY,"1,07","12,3","1 246 322 0,24",,"3,1",,"1 162,47","19,12",2007-03
63,61 POLMOSBIA,"5,44","15,7","1 207 312 0,24",,---,,"221,88","11,90",2007-03
64,62 BOS,"1,66","19,0","1 140 295 0,22",,---,,"686,60","13,20",2007-03
65,63 GANT,"10,46","35,1","1 130 292 0,22",,---,,"108,04","11,76",2007-03
66,64 VISTULA,"5,16","66,6","1 079 279 0,21",,---,,"209,10","8,02",2007-03
67,65 PGF,"3,49","16,2","1 017 263 0,20",,"2,9",,"290,95","12,58",2007-03
68,66 FARMACOL,"2,05","14,8","1 006 260 0,20",,---,,"489,77","23,40",2007-03
69,67 IDMSAPL,"5,04","33,4","979 253 0,19",,---,,"194,23","90,69",2007-03
70,68 TUEUROPA,"5,43","21,3","969 251 0,19",,---,,"178,51","7,88",2007-03
71,69 STALEXP,"5,07","18,9","966 250 0,19",,---,,"190,39","157,76",2007-03
72,70 SKOTAN,"4,56","15,5","951 246 0,19",,---,,"208,62","54,00",2007-03
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2007-04
1,Shares,P/BV,P/E,Market capitalisation at the month-end (mil),,Dividend,,Book,Shares,2007-04
2,,,,PLN EUR %,,yield (%),,value (PLN mil),outstanding (mil),2007-04
3,1 PKOBP,"4,99","23,0","50 850 13 424 9,56",,"1,6",,"10 180,58","1 000,00",2007-04
4,2 PEKAO,"4,93","24,5","43 862 11 580 8,25",,"2,8",,"8 892,63","167,09",2007-04
5,3 TPSA,"1,68","14,9","31 360 8 279 5,90",,"4,5",,"18 628,00","1 400,00",2007-04
6,4 BANKBPH,"4,06","21,7","28 271 7 464 5,32",,"3,0",,"6 957,15","28,72",2007-04
7,5 PGNIG,"1,16","18,5","24 544 6 480 4,62",,"3,6",,"21 208,11","5 900,00",2007-04
8,6 BZWBK,"5,14","23,5","22 253 5 875 4,19",,"2,0",,"4 326,97","72,96",2007-04
9,7 KGHM,"2,59","6,1","21 400 5 650 4,02",,"9,3",,"8 262,40","200,00",2007-04
10,8 PKNORLEN,"0,91","9,5","19 542 5 159 3,68",,---,,"21 582,56","427,71",2007-04
11,9 BRE,"5,29","26,6","15 054 3 974 2,83",,---,,"2 844,07","29,52",2007-04
12,10 HANDLOWY,"2,28","18,8","12 347 3 260 2,32",,"3,8",,"5 417,80","130,66",2007-04
13,11 GTC,"3,87","13,6","10 837 2 861 2,04",,---,,"2 800,94","219,37",2007-04
14,12 INGBSK,"2,82","17,8","10 668 2 816 2,01",,"3,4",,"3 778,39","13,01",2007-04
15,13 GETIN,"4,53","56,1","9 536 2 517 1,79",,---,,"2 106,20","709,00",2007-04
16,14 TVN,"7,60","36,3","9 401 2 482 1,77",,---,,"1 237,17","345,88",2007-04
17,15 MILLENNIUM,"4,18","30,8","9 256 2 444 1,74",,"5,0",,"2 215,32","849,18",2007-04
18,16 STALPROD,"13,63","28,6","7 801 2 059 1,47",,"0,4",,"572,21","6,73",2007-04
19,17 CERSANIT,"8,60","43,4","6 393 1 688 1,20",,---,,"743,40","132,95",2007-04
20,18 KREDYTB,"2,73","12,8","5 919 1 563 1,11",,"1,0",,"2 171,06","271,66",2007-04
21,19 PBG,"15,21","102,6","5 775 1 525 1,09",,---,,"379,66","13,43",2007-04
22,20 ZYWIEC,"6,34","17,3","5 707 1 507 1,07",,"5,8",,"899,78","11,34",2007-04
23,21 SWIECIE,"5,49","20,4","5 505 1 453 1,04",,"4,9",,"1 003,45","50,00",2007-04
24,22 BIOTON,"6,59","55,3","5 335 1 408 1,00",,---,,"809,14","2 721,90",2007-04
25,23 LOTOS,"0,91","6,9","5 040 1 331 0,95",,---,,"5 534,33","113,70",2007-04
26,24 POLIMEXMS,"10,80","68,7","4 922 1 299 0,93",,"0,1",,"455,74","18,57",2007-04
27,25 ECHO,"3,77","16,4","4 536 1 197 0,85",,---,,"1 202,67","42,00",2007-04
28,26 DOMDEV,"8,99","32,7","4 421 1 167 0,83",,---,,"491,88","24,56",2007-04
